Country Name,Country Code,2019
Aruba,ABW,
Africa Eastern and Southern,AFE,0.913617789744976
Afghanistan,AFG,0.159824372036919
Africa Western and Central,AFW,0.493923185283811
Angola,AGO,0.792137069457626
Albania,ALB,1.69224831964856
Andorra,AND,6.4812174318824
Arab World,ARB,4.40838944882303
United Arab Emirates,ARE,19.3295632814806
Argentina,ARG,3.74065029063396
Armenia,ARM,2.08606067775467
American Samoa,ASM,
Antigua and Barbuda,ATG,5.35447645499165
Australia,AUS,15.2382671504147
Austria,AUT,7.2939842524557
Azerbaijan,AZE,3.54239782750878
Burundi,BDI,0.062442671221937
Belgium,BEL,8.09558395403513
Benin,BEN,0.618583745834187
Burkina Faso,BFA,0.246046245966625
Bangladesh,BGD,0.556529455394022
Bulgaria,BGR,5.61085727989368
Bahrain,BHR,20.2661027913927
"Bahamas, The",BHS,7.29166109736758
Bosnia and Herzegovina,BIH,6.38291804321729
Belarus,BLR,6.12223776544422
Belize,BLZ,1.63955000933746
Bermuda,BMU,
Bolivia,BOL,1.94039800503704
Brazil,BRA,2.05781083913756
Barbados,BRB,4.35508203232516
Brunei Darussalam,BRN,16.1321585500862
Bhutan,BTN,1.37597720898904
Botswana,BWA,3.14710707065972
Central African Republic,CAF,0.0505776483111769
Canada,CAN,15.4306128276297
Central Europe and the Baltics,CEB,6.26542421596903
Switzerland,CHE,4.35904146198319
Channel Islands,CHI,
Chile,CHL,4.82111829925293
China,CHN,7.60593696057347
Cote d'Ivoire,CIV,0.421129515397207
Cameroon,CMR,0.364424921654471
"Congo, Dem. Rep.",COD,0.0369855862465028
"Congo, Rep.",COG,1.34931601739946
Colombia,COL,1.60987083062336
Comoros,COM,0.376076363303223
Cabo Verde,CPV,1.18195567512973
Costa Rica,CRI,1.63247155826708
Caribbean small states,CSS,5.11795837038063
Cuba,CUB,2.28614606482985
Curacao,CUW,
Cayman Islands,CYM,
Cyprus,CYP,5.99879528274471
Czech Republic,CZE,9.02278615795801
Germany,DEU,7.91162101567715
Djibouti,DJI,0.431407700717039
Dominica,DMA,2.36742426732591
Denmark,DNK,5.10798850907958
Dominican Republic,DOM,2.53562795178678
Algeria,DZA,3.9776504588966
East Asia & Pacific (excluding high income),EAP,5.93795688343684
Early-demographic dividend,EAR,2.26506310306369
East Asia & Pacific,EAS,6.4972575237128
Europe & Central Asia (excluding high income),ECA,7.36799629403694
Europe & Central Asia,ECS,6.57673393881939
Ecuador,ECU,2.26146981694915
"Egypt, Arab Rep.",EGY,2.48405991083232
Euro area,EMU,6.1144077520643
Eritrea,ERI,0.251635846107416
Spain,ESP,5.09135092007508
Estonia,EST,7.67227790917304
Ethiopia,ETH,0.16381342920099
European Union,EUU,6.09343322014878
Fragile and conflict affected situations,FCS,0.77545098917025
Finland,FIN,7.37285476082008
Fiji,FJI,1.83155327542587
France,FRA,4.46877008881409
Faroe Islands,FRO,
"Micronesia, Fed. Sts.",FSM,1.58156950692426
Gabon,GAB,2.41648401116093
United Kingdom,GBR,5.22051448799294
Georgia,GEO,2.71762422558518
Ghana,GHA,0.658823540945168
Gibraltar,GIB,
Guinea,GIN,0.30928854143783
"Gambia, The",GMB,0.247050718368434
Guinea-Bissau,GNB,0.171792957797251
Equatorial Guinea,GNQ,3.94548003191235
Greece,GRC,5.59618906985928
Grenada,GRD,2.94637607465065
Greenland,GRL,
Guatemala,GTM,1.16297092439764
Guam,GUM,
Guyana,GUY,3.64089285507658
High income,HIC,9.81961722677621
"Hong Kong SAR, China",HKG,
Honduras,HND,1.04862299152317
Heavily indebted poor countries (HIPC),HPC,0.285290900819013
Croatia,HRV,4.06370783264011
Haiti,HTI,0.294768413969466
Hungary,HUN,4.74663102989868
IBRD only,IBD,4.45944109127339
IDA & IBRD total,IBT,3.45429910645953
IDA total,IDA,0.54928418231497
IDA blend,IDB,0.863771818915578
Indonesia,IDN,2.2903971480842
IDA only,IDX,0.389915025249206
Isle of Man,IMN,
India,IND,1.79762011876852
Not classified,INX,
Ireland,IRL,7.24514322077522
"Iran, Islamic Rep.",IRN,7.59836484538996
Iraq,IRQ,4.44062412949085
Iceland,ISL,4.54844225751086
Israel,ISR,6.91959371834315
Italy,ITA,5.31131544170879
Jamaica,JAM,2.84573001224876
Jordan,JOR,2.43820411172168
Japan,JPN,8.54098020491546
Kazakhstan,KAZ,11.4569378323984
Kenya,KEN,0.423783898343557
Kyrgyz Republic,KGZ,1.55664325620875
Cambodia,KHM,0.981406549971231
Kiribati,KIR,0.765254094757829
St. Kitts and Nevis,KNA,4.73180149146383
"Korea, Rep.",KOR,11.7993253802233
Kuwait,KWT,22.0224164011923
Latin America & Caribbean (excluding high income),LAC,2.36203799483158
Lao PDR,LAO,2.60968183422462
Lebanon,LBN,4.07689427350833
Liberia,LBR,0.238993430019259
Libya,LBY,8.38072934435112
St. Lucia,LCA,2.95412905964426
Latin America & Caribbean,LCN,2.55614985347278
Least developed countries: UN classification,LDC,0.346185085749473
Low income,LIC,0.295839833949148
Liechtenstein,LIE,3.94529210837622
Sri Lanka,LKA,1.09067562659476
Lower middle income,LMC,1.76996391380241
Low & middle income,LMY,3.41243844974906
Lesotho,LSO,0.362307409340339
Late-demographic dividend,LTE,6.71405143548331
Lithuania,LTU,4.19807602212644
Luxembourg,LUX,15.3064265559542
Latvia,LVA,3.95543586167438
"Macao SAR, China",MAC,
St. Martin (French part),MAF,
Morocco,MAR,1.95987228468546
Monaco,MCO,
Moldova,MDA,3.32461016755783
Madagascar,MDG,0.152766255296265
Maldives,MDV,3.97395626217534
Middle East & North Africa,MEA,5.59639226482293
Mexico,MEX,3.52160004771504
Marshall Islands,MHL,3.06169323795406
Middle income,MIC,3.7730011526632
North Macedonia,MKD,3.99673721344351
Mali,MLI,0.29657101956316
Malta,MLT,3.29324560594014
Myanmar,MMR,0.679428522562061
Middle East & North Africa (excluding high income),MNA,3.82385292646454
Montenegro,MNE,4.17987599373753
Mongolia,MNG,7.15312008585735
Northern Mariana Islands,MNP,
Mozambique,MOZ,0.246986411762639
Mauritania,MRT,0.872793555310964
Mauritius,MUS,3.29459100560393
Malawi,MWI,0.0778366839170854
Malaysia,MYS,7.92712603743521
North America,NAC,14.7535300764971
Namibia,NAM,1.69170542764537
New Caledonia,NCL,
Niger,NER,0.0922322514104962
Nigeria,NGA,0.573636206051187
Nicaragua,NIC,0.80054959429675
Netherlands,NLD,8.43707462722941
Norway,NOR,6.7222699848575
Nepal,NPL,0.470136453499051
Nauru,NRU,5.57413588432697
New Zealand,NZL,6.83041418732592
OECD members,OED,8.50425202377039
Oman,OMN,15.2824363897061
Other small states,OSS,6.08804906730658
Pakistan,PAK,0.879965499388893
Panama,PAN,3.1414549958525
Peru,PER,1.74559192668502
Philippines,PHL,1.34502905731688
Palau,PLW,13.8881173268152
Papua New Guinea,PNG,0.863707513959878
Poland,POL,7.77364183861292
Pre-demographic dividend,PRE,0.518434302825274
Puerto Rico,PRI,
"Korea, Dem. People's Rep.",PRK,2.18341993045969
Portugal,PRT,4.33976842606964
Paraguay,PRY,1.16542523160477
West Bank and Gaza,PSE,
Pacific island small states,PSS,1.37647189294245
Post-demographic dividend,PST,9.52473633453517
French Polynesia,PYF,
Qatar,QAT,32.4744687618012
Romania,ROU,3.81743447683141
Russian Federation,RUS,11.7972029330523
Rwanda,RWA,0.105330369319572
South Asia,SAS,1.51656786451204
Saudi Arabia,SAU,15.2845787251876
Sudan,SDN,0.481626765087475
Senegal,SEN,0.651679183707327
Singapore,SGP,8.30707949147546
Solomon Islands,SLB,0.537457043456558
Sierra Leone,SLE,0.115189572752666
El Salvador,SLV,1.20863713626374
San Marino,SMR,
Somalia,SOM,0.0446807095514156
Serbia,SRB,6.61604693907974
Sub-Saharan Africa (excluding high income),SSA,0.743689205464403
South Sudan,SSD,0.153677682917001
Sub-Saharan Africa,SSF,0.744174677739533
Small states,SST,5.62966978248057
Sao Tome and Principe,STP,0.697518721217886
Suriname,SUR,4.55825378527259
Slovak Republic,SVK,5.69841625532024
Slovenia,SVN,6.51220937780615
Sweden,SWE,3.4050379189887
Eswatini,SWZ,0.836140045223269
Sint Maarten (Dutch part),SXM,
Seychelles,SYC,6.24839963436737
Syrian Arab Republic,SYR,1.50613944194882
Turks and Caicos Islands,TCA,
Chad,TCD,0.1410934124928
East Asia & Pacific (IDA & IBRD countries),TEA,5.98439158602936
Europe & Central Asia (IDA & IBRD countries),TEC,7.22204231673474
Togo,TGO,0.29323120707198
Thailand,THA,3.83609001895282
Tajikistan,TJK,1.01061869242185
Turkmenistan,TKM,12.2633540880676
Latin America & the Caribbean (IDA & IBRD countries),TLA,2.53389872910303
Timor-Leste,TLS,0.479460533259382
Middle East & North Africa (IDA & IBRD countries),TMN,3.82873724880618
Tonga,TON,1.53114440054471
South Asia (IDA & IBRD),TSA,1.51656786451204
Sub-Saharan Africa (IDA & IBRD countries),TSS,0.744174677739533
Trinidad and Tobago,TTO,12.3228548692176
Tunisia,TUN,2.55756420759521
Turkiye,TUR,4.75658474979861
Tuvalu,TUV,0.858000838823044
Tanzania,TZA,0.214634960133583
Uganda,UGA,0.132370788404111
Ukraine,UKR,3.93658353086744
Upper middle income,UMC,6.41698490233365
Uruguay,URY,1.87478454308499
United States,USA,14.6734106066885
Uzbekistan,UZB,3.47554445038462
St. Vincent and the Grenadines,VCT,2.35096245208338
"Venezuela, RB",VEN,3.93956620857458
British Virgin Islands,VGB,
Virgin Islands (U.S.),VIR,
Vietnam,VNM,3.4883126360288
Vanuatu,VUT,0.700275419810089
World,WLD,4.46966048954994
Samoa,WSM,1.52212413389075
Kosovo,XKX,
"Yemen, Rep.",YEM,0.380633360910495
South Africa,ZAF,7.5077360921292
Zambia,ZMB,0.38071705091289
Zimbabwe,ZWE,0.802978519634142
